No,Software Developer Co-Op,Co-op (US Domestic),1,2020 - Spring,6 Month,New York-New York City,New York,NY,United States,Intermediate,"Firm Overview:
The Schonfeld group of companies includes Schonfeld Strategic Advisors LLC, an SEC-registered investment adviser, and Schonfeld Strategic Techworx LLC, a dedicated data and technology services company.  Schonfeld is a multi-manager platform that invests its capital with both internal and external / partner portfolio managers, primarily on a long-term, exclusive basis, across statistical arbitrage and other quantitatively-driven strategies, fundamental equity strategies, and tactical trading strategies.  Schonfeld has created a unique structure to provide global portfolio managers with autonomy, flexibility and significant support to best enable them to maximize the value of their businesses. Over the last 30 years, Schonfeld and its predecessors have successfully invested in and supported hundreds of portfolio managers.  Schonfeld develops and invests heavily in proprietary technology, infrastructure, and risk analytics. Schonfeld's portfolio exposure has expanded across the Americas, Europe and Asia, as well as among multiple asset classes and products.
We have created a culture that encourages people to share their ideas and perspectives. Team members come together in a highly collaborative environment where we emphasize hands on problem solving, not status meetings. Engineers are expected to self-organize the best way to solve problem and are collectively responsible for the entire team's delivery. At Schonfeld, we value individuals with a growth mindset, who can work across many different skill-sets and add value in many ways. We look for talent who raise others' skills through teaching and broaden their own skill sets through learning.

Job Overview:
This position is for a co-op C++ developer to work with the lead developer of an ""Algo Container"" (called AlgoFrame) used for automated equity trading.
 
AlgoFrame is a mission critical component in Schonfeld's systems. It uses many open source C++ and Python frameworks as well as custom code and runs in a Linux environment.
 
A successful candidate will gain exposure to equity trading systems, modern C++ development and many other important technologies used in the equity space.
 
Candidates for this position must have some experience (via employment, course work, or open-source projects) to:

C++
Multi-threaded programming
Unix
One or more courses in User Interface/ User Experience (or equivalent project work)
 
It would be a plus if candidate had experience in any of:
Boost libraries (ASIO, date, inter-process)
Python
Apache Kafka
Familiarity with Equites
 
The successful candidate will be given responsibility for delivering a  new developing a new component of the system that will be used in production. The scope of the project will be determined based on the candidate's experience.
 ",Software Development,Weekly,25,0,Full Time (32+ Hours Per Week),Coll of Computer & Info Sci,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,Schonfeld Strategic Advisors LLC,Schonfeld Strategic Advisors LLC,,www.schonfeld.com,,,
No response,Software Engineer,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Charlestown,MA,United States,Suited to All Levels,"Job Description

SeLux is developing a rapid phenotypic antibiotic susceptibility testing (AST) platform that promises to revolutionize infectious disease patient care and combat the current antibiotic resistance. SeLux's rapid AST platform uniquely breaks the current trade-offs between speed, cost, accuracy, and antibiotic menu breadth that plague the current generations of AST devices. The 30-person company is well-funded and on track to obtain FDA clearance for its first-generation platform in 2020.

We are looking for a hard-working, self-motivated, dedicated co-op student who has a strong desire to make an impact on the current antibiotic resistance epidemic. The successful candidate will have the opportunity to join a fast-paced, interdisciplinary team that has deep experience working with and training Northeastern co-ops.

Duties and Responsibilities

The candidate will join the Software team and will be responsible for developing desktop and/or web-based components as part of the distributed software architecture that will be deployed at SeLux customer sites to manage and analyze data from the SeLux assay platform.  The candidate will be exposed to test-driven development, unit and integration testing, verification and validation processes, all of which are key to the success of any FDA-regulated product.
The ideal candidate will have/be:
Student with a GPA ?3.5 pursuing a degree in Computer Science, Computer, Electrical or Systems Engineering
Proven ability to write quality code in C#
Experience with Microsoft desktop application development (e.g. WPF, WCF, WinForms)
Experience with Microsoft ASP.NET and web development (HTML5 and REST web services)
Experience with collaborative software development using configuration management tools (Subversion or related)
Experience with relational database queries (SQL) and systems (Microsoft SQL Server)
An independent thinker and problem-solver who is enthusiastic and collaborative
Excellent written and oral communication skills and proven ability to work well in a team environment
Passion about working at an early-stage start-up that aims to change industry and how healthcare is delivered!",Software Development,Hourly,25,,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,"SeLux Diagnostics, Inc","SeLux Diagnostics, Inc",Karen Kelley,www.seluxdx.com,,,
No,Software QA Engineer,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Charlestown,MA,United States,Suited to All Levels,"Job Description

SeLux is developing a rapid phenotypic antibiotic susceptibility testing (AST) platform that promises to revolutionize infectious disease patient care and combat the current antibiotic resistance. SeLux's rapid AST platform uniquely breaks the current trade-offs between speed, cost, accuracy, and antibiotic menu breadth that plague the current generations of AST devices. The 30-person company is well-funded and on track to obtain FDA clearance for its first-generation platform in 2020.

We are looking for a hard-working, self-motivated, dedicated co-op student who has a strong desire to make an impact on the current antibiotic resistance epidemic. The successful candidate will have the opportunity to join a fast-paced, interdisciplinary team that has deep experience working with and training Northeastern co-ops.

Duties and Responsibilities

The candidate will join the Software team and will be responsible for developing methods and tools for software verification of the SeLux web-based AST platform.  The candidate will:
Embed with the Software team and participate in test-driven development
Develop unit and integration tests using Microsoft development tools
Create reusable suites of automated tests using tools such as Selenium
Write custom software to test software components within the SeLux architecture
Apply test tools such as Postman and Fiddler to verify network and web service functionality
Participate in and document verification and validation processes
The ideal candidate will have/be:
Student with a GPA ?3.5 pursuing a degree in Computer Science, Computer, Electrical or Systems Engineering
Proven ability to write quality code in C#
Experience with Microsoft ASP.NET and web development (HTML5 and REST web services)
Experience with collaborative software development using configuration management tools (Subversion or related)
Experience with relational database queries (SQL) and systems (Microsoft SQL Server)
An independent thinker and problem-solver who is enthusiastic and collaborative
Excellent written and oral communication skills and proven ability to work well in a team environment
Passion about working at an early-stage start-up that aims to change industry and how healthcare is delivered!",Software Development,Hourly,25,,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,"SeLux Diagnostics, Inc","SeLux Diagnostics, Inc",,www.seluxdx.com,,,
No response,Robotics Software Engineering Co-op,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts,Boston,MA,United States,Suited to All Levels,"WHO WE ARE
Square Robot's mission is to make oil and gas infrastructure inspection safer, faster, and more reliable through automation. We're a Boston-based growth-stage startup founded in 2016 by marine robotics industry veterans, and we're looking for new driven and self-directing team members who share our passion for autonomous systems operating in unique and challenging environments.
JOB DESCRIPTION
As a Robotics Software Engineering co-op at Square Robot Inc., you will be part of a talented team working on our autonomous mobile robotic solutions for Oil and Gas infrastructure inspections. In this role, you will be exposed to the software, mechanical, and electrical engineering concepts that make up the core systems of our autonomous robots. You'll contribute as an independent team member while developing professional experience through exposure to the robotics development process. This role includes working closely with members of our interdisciplinary engineering and management team.
RESPONSIBILITIES
Work closely with the interdisciplinary engineering team to assist with the development process and enable an innovative engineering culture
Identifying and developing solutions to problems faced by the business
Perform tasks such as software development, system testing and field trials as business needs demand
Design, implement, document, and test systems that integrate with other hardware and software
Participate in code reviews
Build tools for internal analysis
Investigate and explore the use of existing software as solutions for our uses
Additionally, travel to customer testing facilities throughout the continental US may be required pending the system development timeline.
REQUIRED EXPERIENCE AND QUALIFICATIONS
Strong C++ and Python proficiencies.
Actively enrolled in full-time STEM undergraduate degree program
Excellent visual and verbal communication skills
Authorized to work in the U.S.
BONUS QUALIFICATIONS
Proficiency working in a Linux (Ubuntu) environment
Experience with the ROS and Gazebo frameworks
Experience working with embedded systems
Experience developing software for electromechanical systems
A valid US driver's license and clean driving record",Engineering,Hourly,25,,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,Square Robot Inc.,Square Robot Inc.,Steve Johnson,www.squarerobots.com,,,
No response,Full Stack Software Engineer,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Boston,MA,United States,Suited to All Levels,"WHO WE ARE
Square Robot's mission is to make oil and gas infrastructure inspection safer, faster, and more reliable through automation. We're a Boston-based growth-stage startup founded in 2016 by marine robotics industry veterans and we're looking for new driven and self-directing team members who share our passion for autonomous systems operating in unique and challenging environments.
JOB DESCRIPTION
As a Full Stack Software Engineering co-op at Square Robot Inc. you will be part of a talented team working on our autonomous mobile robotic solutions for Oil and Gas infrastructure inspections. You'll contribute as an independent team member while developing professional experience through exposure to the development process of robotics and the infrastructure that surrounds it. This role includes working closely with members of our interdisciplinary engineering and management team.
RESPONSIBILITIES
Work closely with the interdisciplinary engineering team to assist with the development process and enable an innovative engineering culture
Identifying and developing solutions to problems faced by the business
Perform tasks such as software development, system testing and field trials as business needs demand
Design, implement, document, and test systems that integrate with other hardware and software
Participate in code reviews
Work on internal web-based systems for robot operation, automated data processing, data analysis, and report generation
Work on customer-facing web-based systems for viewing data deliverables and reports
Investigate and explore the use of existing software as solutions for our uses
Additionally, travel to customer testing facilities throughout the continental US may be required pending the system development timeline.
REQUIRED EXPERIENCE AND QUALIFICATIONS
Actively enrolled in full time STEM undergraduate degree program
Strong proficiency with HTML, CSS, and Javascript fundamentals
Understanding of SQL and NoSQL databases
Experience with frontend framework such as React, Angular, Vue, etc
Experience with a backend language such as Java or Python
Excellent visual and verbal communication skills
Authorized to work in the U.S.
BONUS QUALIFICATIONS
Proficiency working in a Linux (Ubuntu) environment
Experience with the ROS and Gazebo frameworks
Experience with React and Typescript
A valid US driver's license and clean driving record",Web Development,Hourly,25,,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,Square Robot Inc.,Square Robot Inc.,Steve Johnson,www.squarerobots.com,,,
No,"Software Engineer, JavaScript (Node.js)",Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Boston,MA,United States,Suited to All Levels,"Starry is a rapidly growing wireless internet service provider located in the heart of Boston's Downtown Crossing. Our proprietary mmWave delivery system is designed and engineered here in our Boston HQ. Our Ultra-fast 200 Mpbs wireless internet service is available in Boston, LA, DC, NYC, and Denver. At Starry, you will have hands on experience in the fields of RF engineering, hardware architecture, system software, firmware, UX, UI, industrial design, marketing, branding, and communications. You won't be an admin that fetches coffee at our company! We offer onsite bicycle storage, an onsite gym, complimentary cold brew coffee, complimentary lunch on Mondays, and more. We can't wait to show you what we've been working on!

Position Overview: You will be responsible for the development of RESTful web services via Node.js, in addition to building diverse networking applications, development tools, internal applications, and third-party API integrations.

Languages & Platforms Used: JavaScript, Node.js, HTML5, CSS3, NoSQL (MongoDB, Redis), AWS  
Environment: You should be comfortable with or have a desire to learn Test-Driven Development & Agile development methodologies. Unit and integration tests are key to the core development strategy. Exposure to fundamental networking concepts and Docker is a big plus.
Flexibility, Adaptability: We are a startup and that means that whatever tasks are at hand are the ones that need to be done, sometimes outside our native discipline.
Eagerness: This is a small enterprise packed with intelligent, motivated people - the opportunities to learn both in CS execution and also in parallel areas - Firmware, Software, Mechanical, etc. are immense. Your potential is not limited by any job description, but only by your desire to expand your horizons!",Software Development,Hourly,25,30,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,"Starry, Inc.","Starry, Inc.",,,,,
No,System Software,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Boston,MA,United States,Suited to All Levels,"Starry is a rapidly growing wireless internet service provider located in the heart of Boston's Downtown Crossing. Our proprietary mmWave delivery system is designed and engineered here in our Boston HQ. Our Ultra-fast 200 Mpbs wireless internet service is available in Boston, LA, DC, NYC, and Denver. At Starry, you will have hands on experience in the fields of RF engineering, hardware architecture, system software, firmware, UX, UI, industrial design, marketing, branding, and communications. You won't be an admin that fetches coffee at our company! We offer onsite bicycle storage, an onsite gym, complimentary cold brew coffee, complimentary lunch on Mondays, and more. We can't wait to show you what we've been working on!

Position Overview:  This role leverages software skill and enthusiasm to build challenging high performance devices. Starry is working on network communications equipment at the consumer and infrastructure level and the system software / firmware team that is part of it works on Linux system level software, communication control and configuration software and also some low level micro controller software.

Linux: You should be very familiar and comfortable with the Linux operating system.
C/C++/Python or other languages: You should be comfortable writing code and debugging and troubleshooting issues that might arise. While no specific language is required, you should be able to adapt yourself to syntax and be familiar with low level programming concepts and debugging.
Willingness: This is a small enterprise and system software / firmware is central to the family of products. Willingness and desire to learn new technologies and dig deep to find out root causes of issues will be essential.",Software Development,Hourly,25,30,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,"Starry, Inc.","Starry, Inc.",,http://www.starry.com,,,
No,Project engineer (also known as fire breather),Co-op (US Domestic),1,2020 - Spring,6 Month,California,Berkeley,CA,United States,Intermediate,"Takachar is an MIT spinout company whose vision is to expand the amount of biomass (crop and forest residues) economically converted into useful products. Our impacts include income and job creation in rural areas, as well as mitigation of CO2 emission and air pollution associated with conventional open-air biomass residue burning.

In the first half of 2020, we will be building and testing a demonstration-scale prototype. We are seeking a project engineer to coordinate this effort. Initially, the engineer will assist in design, fabrication, and assembly of the prototype by working alongside our manufacturing subcontractors. Then, the engineer will assist in testing the prototype, first in a laboratory setting, and then in the field (at a logging site in a forest). In the latter stage of the project, you should be prepared to work in a rural environment (in California) under resource-constrained settings.

Prior experience with SolidWorks, design for manufacturing, control systems, and reactor testing will be helpful. A project website (if you have one) will help us gauge your experience.

Resume and cover letter required.In your cover letter, please explain your long-term career goals and how this position may help them towards these goals.",Engineering,Hourly,25,29.5,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,"Cover Letter,Resume",NUcareers,Takachar,Takachar,,takachar.com,,,
No response,Data Governance,Co-op (US Domestic),1,2020 - Spring,6 Month,New York-New York City,New York,NY,United States,Intermediate,"Overview: Data Governance is responsible for organizing Blackstone's static data so that it is accurate, accessible, and reportable.  The role is highly visible across various functions inside of Blackstone, including Tax, Legal, Accounting, Working Capital Management, and Technology.  There is also a high level of visibility outside of Blackstone, including with law firms, registered agents, tax firms, and clients. 
 
Job Description
Liaise with clients, Tax, and tax firms, to ensure that client demographics are supported by valid documentation
Coordinate legal entity formations and dissolutions
Produce reports for various regulatory filings, including Form 10-K/Q and 1065
Evaluate legal entity annual renewals and coordinate payment to registered agents
Respond to frequent queries for information, including regarding information for a new deal and document / officer list requests
Review missing data points that are required for new initiatives, acquire the data, and facilitate its entry into Blackstone's databases
Present new processes and technology to internal and external clients
Qualifications
Minimum GPA of 3.0
Strong Microsoft Excel and Word skills
Highly diligent and detail-oriented
Commitment to excellence in delivering the highest level work product
Ability to work in a fast-paced, dynamic environment and to handle multiple tasks concurrently
A self-starter with the ability to work effectively both individually as well as part of a team
Excellent interpersonal and communication skills, both written and verbal.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, disability, sexual orientation, national origin or any other category protected by law.",Information Management/MIS,Hourly,25,27,Full Time (32+ Hours Per Week),D'Amore-McKim School Business,View Targeted Programs,1/7/20 1:00,Resume,NUcareers,The Blackstone Group L P,Blackstone Group Holdings L.L.C.,,,,,
No,CCIS Software Engineering Co-op,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts,Newton,MA,United States,Suited to All Levels,"About the company:
The Learning Corp, a fast-growing, next-generation digital therapeutics company that is improving the effectiveness, efficiency, and delivery of brain rehabilitation with the use of Artificial Intelligence (AI). Our award-winning mobile app, Constant Therapy, features clinically-proven exercises designed for people with brain injury, cognitive or speech disorders. 

We operate at the intersection of science, consumer products, and state of the art technology and analytics. We are looking for outstanding people that are very passionate about making an impact.
 
Responsibilities:
Work with the dev team to help execute tasks such as:
Design and implement new features and services
Test and maintain client and server code
Perform data analysis and reporting

Requirements:
Hands-on object-oriented software development experience (if you can show us any code you have previously written or projects on GitHub, that's a plus)
Proficiency with Java, MySQL, JavaScript, HTML/CSS
Experience with developing REST API for cloud-based services, Android or iOS development is a plus
Experience with Packer Builds and Terraform is a plus
Ability to learn quickly in a fast-paced, rapidly-changing environment
Exceptional verbal and written communication skills
Ability to handle multiple priorities, thrive in ambiguity, and structure work efforts
Proficiency with different social media platforms or a desire to learn
Strong teaming skills
Maturity/credibility in a professional environment (i.e. good judgment)
 
If you want to do well by doing good, join us at The Learning Corp!
Our website: https://thelearningcorp.com
How we are changing patients' lives: https://thelearningcorp.com/constant-therapy/testimonials/
 
Keywords: Computer Science, Engineering

Co-op Advisor Note:  CS-STRTUP
 ",Engineering,Hourly,25,25,Full Time (32+ Hours Per Week),Coll of Computer & Info Sci,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,The Learning Corp,Constant Therapy,,www.thelearningcorp.com,,,
No,Data Analytics Co-op - January 2020 Start,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Boston,MA,United States,Suited to All Levels,"In order to be considered for this role, you must apply on NUcareers AND through this link: https://grnh.se/70d271322

Final Deadline: The final application deadline is November 1 for consideration during the Fall 2019 recruiting season.

Wayfair Analytics is the engine that powers an enterprise obsessed with data. We move fast, iterating quickly on big business problems. We work smart, applying technology to unlock insights and provide outsized value to our customers. We swing big, knowing our customers won't benefit from micro optimizations. Leveraging the largest data set for products sold in the Home space, this team treats data as an asset and determines how to maximize its business value and extend our competitive advantage.

At their core, Data Analytics Co-ops at Wayfair are strong in quantitative analysis, enjoy coding but also want to balance that with their interest in business. They think critically to tackle complex challenges, thrive in a fast-paced environment and are seeking a high-growth opportunity where they will have an immediate impact on day one. There are significant opportunities for new team members to emerge as leaders, taking on additional projects and responsibilities with strong performance. 

Each Data Analytics Co-op is aligned with a line of business either focused on Marketing, Merchandising, Operations, Finance, Sales + Service or our core website. Whether you're analyzing customer behavior and trends, developing new recommendations, or constructing SQL queries, you will be working with cutting edge technology and multi-terabyte datasets. 

What You'll Do: 
Collaborate with leaders of functional areas (e.g., Marketing, Operations, Storefront web, Finance, Sales + Service) to identify the most impactful ways for data and analytics to drive decision making and accelerate profitable growth. 
Comprehend, extract, and massage information from multi-terabyte data sources including sales, clickstream, logistics, product, and customer databases to deliver business insights and recommendations. 
Design and build solutions to empower stakeholders across Wayfair to self-serve analytical needs. 
Become the subject matter expert for data, analytics, and testing within a business unit to ensure accurate and proper interpretation of core business metrics and consumer behavior. 
Perform deep-dive analysis, including the application of advanced analytical techniques, to solve some of the more critical and complex business problems including website funnel progression, customer segmentation and targeting, and supply chain optimization. 
Develop data visualizations, including reports, dashboards, and analyses in Tableau to distribute data insights in an easily digestible manner to over 7000 global employees. 
What You'll Need: 
Hands-on experience conducting quantitative analyses on large data sets. 
Coursework or experience with SQL or other structured programming language(s) (e.g. Python, Java, C); Experience with Excel (pivot tables, vlookup, etc.) and Tableau a plus. 
Analytical, creative, and innovative approach to solving problems. 
Strong written and verbal communication. 
Bachelors or Masters in Computer Science, Computer Engineering, Analytics, Mathematics, Statistics, Information Systems, Economics, Management or other quantitative discipline field with strong academic record. 
Ideal Candidate: An aspiring Analytics Co-op with a quantitative background who has a strong desire to make an impact on business decisions with data. You appreciate the power of a data-driven environment and predictive analytics!

About Us:
Wayfair is one of the world's largest online destinations for the home. Whether you work in our global headquarters in Boston or Berlin, or in our warehouses or offices throughout the world, we're reinventing the way people shop for their homes. Through our commitment to industry-leading technology and creative problem-solving, we are confident that Wayfair will be home to the most rewarding work of your career. If you're looking for rapid growth, constant learning, and dynamic challenges, then you'll find that amazing career opportunities are knocking. No matter who you are, Wayfair is a place you can call home. We're a community of innovators, risk-takers, and trailblazers who celebrate our differences, and know that our unique perspectives make us stronger, smarter, and well-positioned for success. We value and rely on the collective voices of our employees, customers, community, and suppliers to help guide us as we build a better Wayfair ? and world ? for all. Every voice, every perspective matters. That's why we're proud to be an equal opportunity employer. We do not discriminate on the basis of race, color, ethnicity, ancestry, religion, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, veteran status, or genetic information. ",Engineering,Hourly,25,25,Full Time (32+ Hours Per Week),Coll of Soc Sci & Humanities,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,Wayfair LLC,Wayfair,,,,,
No,Market Insights Analyst Team Intern,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts,Waltham,MA,United States,Intermediate,"Co-op Job Title: Market Insights Analyst Team Intern
 
Co-op Job Description:  
This position is responsible for thoroughly understanding and communicating critical market-related information such as customer needs processes, competitive threats, trends and opportunities to the individual team. The incumbent in this role serves as a true ""market advocate"" sharing, educating, and helping to ensure the Individual team presents a consistent image and maximizes its revenue and profit potential.
CDI individual sales expansion: Work with our team to research, plan and implement programs, campaigns and testing designed to increase Lexi sales to individuals, with specific focus on OUSCAN.
Emmi sales to individuals: Conduct research on the Emmi opportunity for the individual segment; analyze, and report findings and recommendations.
International market analysis and recommendations:  Conduct a deep dive analysis of an assigned country/countries to identify strategies to improve individual sales performance.
Analyses:  Conduct various analyses on pricing and other tests conducted by the individual team and present findings and recommendations.
Testing library:  Create a 'library' of individual marketing tests by type and market to enable easy access to past tests and results to aid in future marketing efforts.
Gathers and communicates competitive intelligence.
Assumes other duties as assigned by Supervisor.
Requirements/Skills Needed of Student:
Demonstrated experience in market research techniques and tools.
Strong analytical skills.
Excellent verbal and written communication skills.
***********************
Christina Roberts
DMSB Co-op Marketing Team
To learn more about this or other Co-op opportunities/career paths in Business Click Here ",Marketing Research & Analytics,Hourly,25,,Full Time (32+ Hours Per Week),D'Amore-McKim School Business,View Targeted Programs,11/8/19 23:59,Resume,NUcareers,Wolters Kluwer,Wolters Kluwer Health,Christina Roberts,https://wolterskluwer.com/,,,
No,Help Desk IT Support - Engineer Co-op,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts,Waltham,MA,United States,Suited to All Levels,"The IT Support Co-op at Boston Engineering is responsible for assisting the internal help desk in a Linux/Windows environment. Successful candidates will have a background in computer systems and will assist the IT Support Engineer in managing the Windows/Linux infrastructure of Boston Engineering.

Experience and Skills needed for success:

Maintain hardware and software on workstations
Purchase hardware/software to support the infrastructure
Build new workstations
Simplify workstation management
Train users on best practices and security related issues
Troubleshoot/manage assigned network resources
Maintain and create IT related documentation
Qualifications:
 Excellent verbal and written communication skills required
Strong time management skills
Well versed in the open source landscape
Experience with Windows and Linux systems
Proficiency in software development
Must be a US Person due government contractual obligations

Prior exposure to the following is a plus:

OS: Windows XP, Windows 7, Fedora, CentOS, Android, and IOS
Licensing: Microsoft, FlexLM, SolidWorks, and GPL
Programming: Kixtart, Bash, Python, Java, and Perl
Infrastructure Applications: Samba, Apache, OpenLDAP, Bind, CVS, and DHCP
Engineering Applications: Creo (Pro/E), Solidworks, OrCAD, and MathCAD",Operations,Hourly,24,25,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,Boston Engineering Corporation,Advanced Systems Group,,www.boston-engineering.com,,,
No response,Product Development - Software Engineering Co-op,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Waltham,MA,United States,Suited to All Levels,,Engineering,Hourly,24,24,Full Time (32+ Hours Per Week),College of Engineering,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,Boston Engineering Corporation,Advanced Systems Group,Frank Silveira,www.boston-engineering.com,,,"MassDevelopment has selected Boston Engineering as an Innovation Center to help small and medium-sized Massachusetts businesses bridge the gap between product development and successful commercialization.
http://www.boston-engineering.com/services/innovation-center/
 
Learn More about Boston Engineering's Great Work!
Copy and Paste the Links Into your Web Browser
 
https://youtu.be/aWi-wLZFc3g
https://youtu.be/t92LPOvNwik"
Yes,Technical Support Co-op,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Somerville,MA,United States,Entry,"iText is a growing company, not just in terms of raw sales figures, but also in terms of expertise, innovation, and manpower. Working with iText, you get the opportunity to work within international, decentralized teams in a fast-paced environment, and to attend interesting international conferences and events.
(Y)our team
As an international scale-up, we aim for yearly growth that opens many opportunities. We want people who thrive in a fast-paced, performance-driven company, who are not afraid to stretch themselves in a fun environment and focus on impact and growth. 

Responsibility:
Become an expert in the features, benefits, and application of the iText Backend Software library
Analyze customer feedback to distill feature requests and bug reports, then translate those to development tasks
Leverage detailed technical knowledge to support sales opportunities and implementations
Provide strategic pre and post-sales support; including technical customer support, needs analysis, and general sales support
Drive proof-of-concept solutions and eliminate sales obstacles through creative problem solving
Develop customer relationship by providing technical information and training

Requirements:
Pursuing a Bachelor's Degree in computer science or related fields
Knowledge of Java and/or .NET development
Team player who works effectively with others across disciplines, functions, and organizations
Good written and verbal communication skills
Ability to thrive in a fast-paced environment
Open to working with multinational colleagues and customers
Customer Service experience a plus
*We are located 8 minutes from the Lechmere Station.",Technology Support,Hourly,24,,Full Time (32+ Hours Per Week),Coll of Computer & Info Sci,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,iText Software Corporation,Technology,,www.itextpdf.com,,,
Yes,Agile Quality Engineering Co-Op,Co-op (US Domestic),1,2020 - Spring,6 Month,Massachusetts-Boston,Boston,MA,United States,Entry to Intermediate,"Agile Quality Engineering Co-Op

Lexington Solutions, a wholly-owned subsidiary of Boston Capital, is looking for a co-op student with a true, demonstrable passion for software quality and testing, both in and out of the office. We work in a collaborative, open space environment with a group of talented individuals who are all passionate about Agile and building quality software.

As an Agile Quality Engineering Co-Op you will:

- work with highly analytical and experienced JavaScript, Java and DevOps engineers in a very collaborative environment

- assist QA with product testing and participate in a Test Driven Development environment

- develop a variety of automated tests in different test frameworks and environments

- learn the latest Agile practices

- use open source tools including Selenium, Taurus, JMeter, REST assured, JBehave, Node Express, Ansible, Git, Python, Linux and more

 

We are looking for you if you have:
- a working knowledge of Java, Groovy, Javascript or Python
- some experience with test automation is a plus but not strictly required
- the desire to work in a team environment
- the ability to effectively communicate concepts and ideas to co-workers
- the desire and ability to learn new technologies quickly
 

Why Lexington Solutions:

- work for a growing startup software company

- a great team that enjoys working together

- located in the heart of downtown Boston, convenient to all public transportation

[1]

 ",Programming/Software Development,Hourly,24,,Full Time (32+ Hours Per Week),Coll of Computer & Info Sci,View Targeted Programs,1/31/20 23:59,Resume,NUcareers,Lexington Solutions (Boston Capital),"Lexington Solutions, LLC",,lexington-solutions.com,,,
